,Property_id,Property_name,host_id,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3898,13928912,Private Room Downtown Toronto with Great View!,5409888,Maxome,Waterfront Communities-The Island,Private room,100,3,110,1/02/2020,2.21,3,22
3899,13929349,Private Suite Downtown Toronto with Great View!,5409888,Maxome,Waterfront Communities-The Island,Private room,199,3,14,26/09/2018,0.28,3,22
3900,13929481,Two Bedroom Condo Downtown Toronto with Great View,5409888,Maxome,Waterfront Communities-The Island,Entire home/apt,364,2,16,5/08/2019,0.32,3,0
3902,13935699,Beautiful Modern Bedroom Available in DT Toronto,27646841,Kimberly,Annex,Private room,35,1,1,11/07/2016,0.02,1,0
3903,13936712,Downtown Lower Penthouse Suite,709520,Andrea,Waterfront Communities-The Island,Entire home/apt,150,1,1,14/07/2016,0.02,1,0
3904,13937219,Amazing Condo by CN TOWER- FREE PARKING,2124835,Joe,Waterfront Communities-The Island,Entire home/apt,133,7,14,17/07/2020,0.28,3,31
3905,13938438,Bright room downtown on trendy Ossington Ave.,262268,Roberto,Trinity-Bellwoods,Private room,60,2,2,25/08/2016,0.04,2,0
3906,13938814,Cozy Basement Apartment by the park,43808905,Mary Olga,High Park North,Entire home/apt,50,4,51,3/01/2020,1.04,1,245
3907,13939251,"Light-filled, Spacious, Renovated Family Home",27694930,Lewis,Dovercourt-Wallace Emerson-Junction,Entire home/apt,125,7,1,11/08/2018,0.04,1,0
3908,13940183,Sweet Family Victorian in the Junction,3004501,Denise,Junction Area,Entire home/apt,190,3,1,15/08/2016,0.02,1,0
3909,13941633,Huge 2BD + Den / 2Bath Condo downtown Toronto,31586714,Matt,Niagara,Entire home/apt,350,2,3,1/08/2016,0.06,1,0
3910,13942292,Bright and Beautiful,35736891,Jacob,Old East York,Private room,85,1,1,21/08/2016,0.02,1,0
3911,13942606,Downtown room in great location!,13838790,Javier,Kensington-Chinatown,Private room,53,2,3,29/08/2016,0.06,1,0
3912,13950096,Beautiful 2bdrm + 1.5 bath Semi in Hip Leslieville,30354892,Tara,South Riverdale,Entire home/apt,201,1,6,28/12/2016,0.12,1,0
3913,13950414,Beautiful Newly Renovated Bright 1-Bdrm Plus Apt,83038230,A,Humewood-Cedarvale,Entire home/apt,88,3,8,31/10/2019,0.22,1,101
3914,13951772,Don's place. Near subway and Sunnybrook Hospital.,68370025,Don,Mount Pleasant East,Entire home/apt,85,1,147,16/02/2020,2.94,1,283
3915,13953171,Comfy and spacious house in Bloordale,2107551,Kate,Dovercourt-Wallace Emerson-Junction,Entire home/apt,43,7,1,1/01/2018,0.03,1,0
3916,13953781,Unique Victorian Home in Palmerston-Little Italy,5900897,Andrew,Palmerston-Little Italy,Entire home/apt,99,2,7,12/09/2016,0.14,1,0
3917,13955657,"Toronto Lakefront Condo! Views, Balcony, Amenities",46486237,Kyle,Mimico (includes Humber Bay Shores),Entire home/apt,190,1,18,30/07/2017,0.36,1,0
3920,13957005,Apt &  private patio,1367540,Linda,Moss Park,Entire home/apt,90,1,82,27/03/2020,1.62,14,310
3923,13960519,Bright and beautiful 2 bedroom home in Greek Town,28338137,Linda,Blake-Jones,Entire home/apt,125,2,2,6/09/2016,0.04,1,0
3924,13960633,Spacious 2BRM - Amazing Location - Steps to Union,5352823,Phil,Waterfront Communities-The Island,Entire home/apt,260,2,8,18/08/2019,0.16,1,0
3926,13961098,Balmy Beach House,24067275,Dolores,The Beaches,Entire home/apt,150,7,16,14/08/2020,0.32,1,283
3928,13965660,Modern 2-bedroom house in Toronto.,83239267,Steven,Greenwood-Coxwell,Entire home/apt,149,5,23,23/08/2020,0.46,1,0
3930,13968157,Comfy Forest Hill Apartment Close to TTC Subway,81665015,Justan,Casa Loma,Entire home/apt,89,3,17,2/01/2020,0.34,1,59
3931,13969026,1+2 Bedroom Waterfront Views in DT Core,23383749,Raj,Waterfront Communities-The Island,Entire home/apt,150,2,1,19/09/2018,0.04,1,0
3934,13973056,Private room + bathroom in house on Queen west,1331751,Andrew,Niagara,Private room,110,1,43,19/05/2019,0.87,1,89
3935,13973714,"Spectacular Toronto Home, on Beach with Private Pool.",24014221,Miles,The Beaches,Entire home/apt,1000,3,28,10/08/2020,0.58,1,101
3936,13978044,Bright appartment close to subway station,62459741,Claudia,Willowdale East,Entire home/apt,74,2,4,5/09/2016,0.08,1,0
3941,13980529,2 bedroom furnished condo at Maple Leaf Square,39090786,Maha,Waterfront Communities-The Island,Entire home/apt,190,30,7,1/09/2019,0.14,1,88
3942,13980935,King West Condo FREE PARKING,9602616,Matt,Niagara,Entire home/apt,125,1,4,28/08/2016,0.08,1,0
3943,13988682,Beautiful Downtown Victorian,83493587,Susan,Moss Park,Entire home/apt,285,2,149,8/09/2020,2.98,1,346
3944,13989631,Bright & cozy Studio Apt in heart of Queen West,8118924,Andrea,Niagara,Entire home/apt,76,2,19,16/05/2018,0.38,1,0
3945,13989740,Prime Location and Views,9035442,Rob,Waterfront Communities-The Island,Entire home/apt,150,1,1,4/09/2016,0.02,1,0
3946,13991835,Private Room on Dundas West,71715448,Romar,Little Portugal,Private room,41,1,2,25/07/2016,0.04,1,0
3947,13992469,Downtown upscale condo with a panoramic city view,11843906,Stella,Waterfront Communities-The Island,Entire home/apt,126,3,20,26/08/2018,0.44,1,0
3948,13992789,Mid-town apartment,13669539,Derek,Mount Pleasant West,Shared room,25,1,1,13/07/2016,0.02,1,0
3949,13992920,"Gorgeous, Artsy Queen Room",83160877,Michelle,East End-Danforth,Private room,60,1,54,31/01/2019,1.1,1,0
3950,13992933,⭐Charming & Vintage❤-melter w. Sunroom & Deck⭐,57879991,Eric,South Riverdale,Entire home/apt,225,7,166,25/08/2020,3.28,4,94
3951,13993309,Gorgeous Cabbagetown Loft,1528160,Louis-Philippe And Tyrone,Cabbagetown-South St.James Town,Entire home/apt,115,1,179,24/08/2020,3.54,2,315
3953,13995319,Little Italy's perfect one bedroom apartment,77497310,Krizsanta,Palmerston-Little Italy,Entire home/apt,76,2,6,22/03/2020,0.12,1,0
3954,13996537,East York 1 bedroom suite,63750100,Crissy,Old East York,Entire home/apt,102,3,33,26/01/2020,0.66,1,178
3955,13996854,Modern Condo w/ FREE Parking in Liberty Village,83602391,Justin,Niagara,Entire home/apt,132,2,34,23/09/2018,0.67,1,0
3957,13997679,"Luxury Downtown Condo- 60""inch TV, New Bed +more",47908202,Jesse,Waterfront Communities-The Island,Entire home/apt,220,1,1,28/08/2016,0.02,1,0
3958,13999221,Toronto Downtown 1 Bedroom Suite,50816345,Barry,Kensington-Chinatown,Entire home/apt,130,365,3,25/08/2016,0.06,1,358
3959,14005067,Urban Chic 1 Bedroom + Bathroom at Yonge & Bloor,50402450,Vanessa,Church-Yonge Corridor,Entire home/apt,200,1,2,2/08/2016,0.04,1,0
3960,14005607,Amazing Bachelor Loft Downtown Toronto,83706652,Emmanuel,Moss Park,Entire home/apt,150,2,2,12/09/2016,0.04,1,0
3961,14011682,Comfy Toronto bed!,33149769,Kailee,Lawrence Park South,Private room,55,2,1,20/07/2016,0.02,1,0
3962,14011783,Cozy Nook next to CN Tower+Private Bathroom!!,13343016,Alexis,Waterfront Communities-The Island,Private room,75,1,66,24/02/2020,1.31,2,0
3963,14012458,Private twin-bed room in a house,35460541,Li,Don Valley Village,Private room,30,5,11,7/07/2019,0.22,4,252
3964,14014513,City views on Queen West (entire condo),83739150,Kylie,Little Portugal,Entire home/apt,105,3,11,27/08/2018,0.22,1,0
3966,14014805,Trendy  apartment in central Toronto,82494471,Frank,Moss Park,Private room,59,12,44,31/08/2019,0.89,3,350
3967,14015984,Japanese Inspired Single Room,77000637,Susie,Church-Yonge Corridor,Private room,55,1,76,15/08/2020,4.6,3,342
3969,14025230,Beautiful downtown condo: long term rental,49192797,Kyla,Niagara,Entire home/apt,79,9,12,20/03/2020,0.24,1,61
3970,14025998,TV featured basement apartment in the Junction,78361743,Karen,Junction Area,Entire home/apt,70,1,92,22/06/2020,2.25,1,157
3971,14027025,Home away from Home 2,82709101,Nancy,Oakwood Village,Private room,45,1,1,4/09/2016,0.02,3,0
3972,14028210,Home away from home 3! Location & Amenities!,82709101,Nancy,Corso Italia-Davenport,Private room,25,1,2,25/04/2019,0.04,3,252
3973,14028401,PARK FREE + Private Bed & Bath in Downtown Condo,14945683,Monica,Niagara,Private room,79,1,105,2/07/2018,2.11,1,0
3974,14029971,"Bright Sunny Double Room, great location",26003297,Erica,Englemount-Lawrence,Private room,65,1,1,30/07/2016,0.02,2,364
3975,14038855,Charming Bloordale Living,80794659,Patrice & Jeff,Dufferin Grove,Entire home/apt,96,3,202,24/08/2020,4.01,5,85
3976,14039399,Modern 1 Bdrm. Condo Near Dundas Square and Subway,84112708,Anna,Church-Yonge Corridor,Entire home/apt,139,2,8,2/01/2020,0.17,1,0
3977,14039955,Design Lovers Loft in Kensington Market,1039434,Juli,Kensington-Chinatown,Entire home/apt,150,30,11,26/08/2020,0.22,2,68
3978,14043478,Self Contained apartment located in North Scarboro,84172369,Paul,L'Amoreaux,Entire home/apt,58,1,130,21/08/2020,2.58,2,359
3979,14051724,Bright studio in downtown/Yorkville/Annex,44602799,Christina,Annex,Entire home/apt,110,2,21,1/01/2018,0.43,1,0
3980,14052026,Private Midtown Garden Flat,84280445,Heather,Lawrence Park North,Entire home/apt,74,5,1,16/08/2016,0.02,1,0
3981,14057261,Seriously 15 min walk to everything downtown!,17719217,Lori,Cabbagetown-South St.James Town,Private room,39,14,1,31/08/2016,0.02,3,132
3982,14057723,"Home away from home. City get away, Ravine view",40913497,Steve,Downsview-Roding-CFB,Entire home/apt,120,2,68,5/08/2020,1.41,2,267
3983,14063303,"Comfy bedroom for rent, close to downtown.",58111964,Trevor,Moss Park,Private room,61,1,21,7/05/2017,0.42,1,0
3984,14066642,Recent renovate basement apartment,84463655,Yurima,Maple Leaf,Entire home/apt,100,2,15,24/10/2016,0.3,1,0
3985,14068572,Private Queen St. W room for Solo Traveller,4526461,Rixon,South Parkdale,Private room,42,3,61,31/08/2019,1.22,1,0
3986,14070612,Private apartment in the Annex,72569758,Daniel,University,Entire home/apt,53,3,10,12/09/2017,0.21,1,0
3987,14071941,Gorgeous view Downtown Toronto - Self Isolation,46636935,Jay,Waterfront Communities-The Island,Entire home/apt,105,5,227,14/08/2020,4.56,3,112
3988,14074914,Beautiful bedroom steps from subway station,14964549,Kirby And Mo,Playter Estates-Danforth,Private room,40,1,3,9/03/2017,0.06,2,0
3990,14076528,Private room in a well built-in area,35460541,Li,Don Valley Village,Private room,40,5,16,16/08/2019,0.32,4,269
3991,14076530,New QUEEN-bed room in a house,35460541,Li,Don Valley Village,Private room,40,5,19,1/02/2019,0.38,4,253
3992,14077200,"Two Bedroom Suite, Private Bath, Shared kitchen",8569918,Sharon,Yonge-Eglinton,Entire home/apt,250,3,2,24/06/2018,0.05,17,365
3993,14077682,Gemini- clean Q bed transit @ Door ACED,22092077,Tung & April,South Riverdale,Private room,70,1,102,28/02/2020,2.03,5,84
3994,14077923,Work From Home In This Spacious Loft w/Parking,44187629,Ala,Annex,Entire home/apt,175,28,50,2/08/2020,1.01,3,75
3995,14084782,Beautiful Victorian Home in Leslieville,82069057,Catherine,South Riverdale,Entire home/apt,253,3,32,31/03/2020,0.65,2,249
3997,14092227,Cozy Apartment near Trinity Bellwoods Park,12307076,Tiffany,Trinity-Bellwoods,Entire home/apt,85,3,10,18/06/2017,0.2,1,0
3999,14093953,"Relax, Revive, Renew!  Great location in Toronto",47222971,Farhan,Waterfront Communities-The Island,Entire home/apt,138,2,44,29/05/2018,1.07,1,69
4000,14095037,Charming Urban Retreat,64960045,Dianne,Regent Park,Entire home/apt,99,2,14,6/10/2019,0.28,1,0
4002,14099992,Luxury 1B + Balcony next Air Canada/MTCC/Rogers,79920634,Martha (Lan),Waterfront Communities-The Island,Entire home/apt,114,28,74,22/11/2019,1.5,7,119
4003,14101349,Downtown Room Two Blocks from Eaton Center,84884182,Nathan,Moss Park,Private room,59,3,2,2/08/2016,0.04,1,0
4004,14101559,Modern Glam Condo,69546022,Lana,Yorkdale-Glen Park,Entire home/apt,109,10,11,2/08/2020,0.23,3,88
4005,14103157,"2-Story Luxury Loft in Toronto, Liberty Village",5893377,Mark,Niagara,Entire home/apt,189,2,71,8/03/2020,1.42,1,352
4006,14104770,"Clean, cosy and convenient home in downtown",84920736,Kristine,Bay Street Corridor,Entire home/apt,150,3,22,31/01/2020,0.61,1,158
4007,14105219,Downtown Toronto Core w/ CN Tower View - York St.,84924020,Lydo,Waterfront Communities-The Island,Entire home/apt,120,1,33,18/03/2017,0.66,2,0
4008,14105263,Spacious and clean condo,283537,Carmen,Moss Park,Entire home/apt,95,2,1,22/08/2016,0.02,1,0
4009,14106058,Triller Grove - A One Bedroom Luxury Urban Oasis,79737887,Maria,Roncesvalles,Entire home/apt,120,2,128,25/03/2020,2.63,1,283
4012,14111352,"It's very bright, clean Basement apartment.",35338653,Zohora,Kennedy Park,Entire home/apt,96,1,78,6/09/2020,1.55,1,360
4013,14111846,Cozy Room #1,70045953,Ditas,Wexford/Maryvale,Private room,33,2,30,4/09/2020,0.62,3,356
4014,14118230,"Loft Style Apartment In Little Italy, Sleeps 4",84721968,Hyla,Palmerston-Little Italy,Entire home/apt,105,2,104,3/09/2020,2.1,7,340
4015,14118576,"Awesome Annex 1 Bedroom apt, main floor, parking!",39718157,Paul,Annex,Entire home/apt,123,2,22,4/06/2018,0.46,2,0
4016,14119488,Cosy Getaway in Beaches Neighbourhood,85107298,Don & Stacey,The Beaches,Entire home/apt,275,5,16,8/09/2019,0.41,1,298
4017,14119601,Cozy 2 Bedrooms Condo Yonge & Sheppard + Parking,85109485,Pavel,Willowdale East,Entire home/apt,165,20,7,20/04/2020,0.14,17,260
4018,14120099,Luxury Downtown Condo near St Lawrence Market,4607630,Nerissa And Richard,Moss Park,Entire home/apt,247,2,8,3/09/2018,0.16,1,89
4019,14122940,Basement Apartment 4 min walk from Finch Subway,85149414,Fery,Newtonbrook West,Entire home/apt,82,7,57,8/03/2020,1.21,1,69
4020,14122952,Private Clean  Downtown  Room + long term stay%,80572624,Max,North St.James Town,Private room,28,1,280,1/09/2020,5.56,2,0
4021,14126008,"Family Home, Garden Oasis Close to Beach, Downtown",11652227,Clive,The Beaches,Entire home/apt,189,7,21,29/08/2020,0.74,2,305
4022,14126057,Apartment Uptown Toronto Yonge&Eglinton,35499709,Oakley,Lawrence Park South,Entire home/apt,129,28,46,31/03/2020,0.92,2,0
4023,14126670,3 Bedroom Downtown Family and Pet Friendly House,7446752,Alexandra,Dovercourt-Wallace Emerson-Junction,Entire home/apt,160,2,11,4/09/2017,0.22,1,0
4024,14127811,Perfect place for short 6 month rental,85213450,Richelle,Morningside,Private room,20,179,7,16/08/2016,0.14,1,0
4025,14127977,Family home in a great downtown neighbourhood!,8177248,Cayleigh,Dovercourt-Wallace Emerson-Junction,Entire home/apt,450,3,20,3/01/2020,0.41,1,22
4027,14135396,Green Oasis 2 min walk to Yonge St,1802846,Alessandra,Bridle Path-Sunnybrook-York Mills,Private room,60,5,42,21/12/2019,0.86,3,79
4028,14136277,Natural Oasis 2 min. to Yonge St.,1802846,Alessandra,Bridle Path-Sunnybrook-York Mills,Private room,70,5,27,24/10/2019,0.55,3,98
4029,14136430,Brand New Bright 1-Bd Condo Near Union Station,7597360,Kat,Waterfront Communities-The Island,Entire home/apt,304,2,8,7/08/2017,0.16,1,89
4030,14137840,"Private Downtown Suite, Steps from Dovercourt Park",21480515,John,Dovercourt-Wallace Emerson-Junction,Private room,75,4,56,18/11/2019,1.3,2,66
4031,14140242,Cute Kensington- BARGIN BASEMENT!,6591947,Angela,Kensington-Chinatown,Private room,50,1,1,17/06/2018,0.04,2,89
4032,14141086,beautiful one bedroom dundas and bloor,8780911,Guillermo,High Park North,Entire home/apt,70,1,1,7/08/2016,0.02,1,0
4033,14141907,Downtown Condo With Great View,63959924,Shayna,Waterfront Communities-The Island,Private room,49,1,15,3/01/2019,0.35,2,0
4034,14150082,Old town loft in St. Lawrence Market!,934821,Rob,Waterfront Communities-The Island,Entire home/apt,149,28,64,30/10/2017,1.33,2,347
4036,14152093,Downtown (Room3),85507924,Sophie,Kensington-Chinatown,Private room,125,1,27,15/09/2019,0.54,6,0
4037,14152527,Downtown Room 2 private bathroom,85507924,Sophie,Trinity-Bellwoods,Private room,136,1,36,7/09/2019,0.72,6,193
4038,14152531,Downtown room 1 with private bathroom,85507924,Sophie,Trinity-Bellwoods,Private room,136,1,38,8/09/2019,0.76,6,0
4039,14153216,Cozy 2B Townhouse In Downtown TO! - Winter HQ!!,85509427,Irma,Kensington-Chinatown,Entire home/apt,168,3,113,23/11/2018,2.25,2,0
4040,14153652,Stylish and Modern 1BR Condo in Trendy King East,85481791,Antonio,Moss Park,Entire home/apt,125,3,67,8/08/2020,1.38,1,164
4042,14161652,Metro Lansdowne Junction,85648444,Adam,Dovercourt-Wallace Emerson-Junction,Entire home/apt,80,4,2,3/10/2016,0.04,1,0
4043,14162411,Room and Board in cozy basement apartment!,41503522,Alyssa,University,Private room,40,3,2,30/08/2016,0.04,1,0
4046,14164197,~In the 6ix~,64924911,Sue,Church-Yonge Corridor,Entire home/apt,193,2,45,4/08/2019,0.9,1,8
4049,14169286,Charming studio w 3 beds near downtown Toronto,21296144,Bunker Living,Corso Italia-Davenport,Entire home/apt,108,2,11,14/05/2020,1.04,3,86
4050,14175639,Cozy Penthouse in Midtown Toronto,30616857,Brendan,Yonge-Eglinton,Entire home/apt,98,1,4,1/01/2017,0.08,1,0
4051,14177737,Quiet 1 Bedroom Escape in the Heart of the City!,23104017,Cameron,Kensington-Chinatown,Entire home/apt,139,1,8,14/09/2018,0.16,1,0
4052,14179325,KIng West Loft,32097881,Mike,Waterfront Communities-The Island,Entire home/apt,250,14,21,31/07/2020,0.42,1,261
4053,14183374,Double Room in Beautiful Leslieville Home,82069057,Catherine,South Riverdale,Private room,99,2,8,2/10/2019,0.16,2,179
4055,14186226,Nice private room close to everything,85315962,Derek,North St.James Town,Entire home/apt,140,3,1,1/09/2016,0.02,1,0
4056,14186364,Bright 1 Bedroom/1 bathroom Walkout basement,26508323,Kane,Don Valley Village,Private room,43,21,9,12/10/2018,0.18,1,0
4057,14187267,"Spacious 1 bedroom by CN Tower, ACC, UnionStation",29470670,Natalia,Waterfront Communities-The Island,Entire home/apt,170,3,20,6/03/2019,0.41,1,350
4058,14193275,Large Stylish 1 Bedroom @ The Waterfront,85544595,Tina,Waterfront Communities-The Island,Entire home/apt,296,1,29,12/04/2019,0.6,2,89
4059,14193736,Gorgeous Condo - One Bed/One Bath + Free Parking,47977912,James,Niagara,Private room,95,1,88,9/12/2019,1.77,2,37
4060,14193986,Luxury Condo in Lakeshore Village West - 1 bedroom,86071831,Shana,Mimico (includes Humber Bay Shores),Entire home/apt,157,2,1,2/08/2016,0.02,1,0
4061,14194770,Kensington Market Studio Hideaway,86081542,Bill,Kensington-Chinatown,Entire home/apt,106,2,131,15/09/2019,2.63,1,0
4064,14199861,Spacious Character High Park home,4888997,Erika,High Park-Swansea,Entire home/apt,349,3,11,28/07/2019,0.22,4,0
4065,14200927,Spacious basement apartment with private entrance.,26650188,Lucas,Parkwoods-Donalda,Entire home/apt,140,1,3,29/08/2016,0.06,1,0
4066,14201076,Private room in the heart of Kensignton Market,5464607,Tamara,Kensington-Chinatown,Private room,81,2,32,28/09/2019,0.88,1,0
4067,14201737,Homey & Cozy Room on King West | Good vibes,26726413,Amelia,Niagara,Private room,50,90,81,1/03/2020,1.62,2,168
4068,14202037,Leslieville home with parking,27571913,Tran,South Riverdale,Entire home/apt,230,2,2,23/09/2016,0.04,1,0
4069,14202538,"Cozy Home, 15 min to Airport, 20 min to downtown",18282717,Leah,Alderwood,Private room,60,2,9,22/12/2019,0.18,1,365
4070,14202666,Great Comfortable Private Master Bdrm Sheppard Ave,8293134,Echo,Pleasant View,Private room,45,3,6,4/02/2020,0.62,1,38
4071,14202809,Modern Condo Heart of Toronto Downtown,86180044,TO Rentals,Niagara,Entire home/apt,104,4,241,3/08/2020,5.26,1,86
4072,14202999,"SPACIOUS, CLEAN HOME W/ ROOF PATIO*NEAR HOTSPOTS",1911043,Sandy,Annex,Entire home/apt,109,2,74,31/08/2019,1.51,1,313
4073,14203592,"Modern, bright and spacious 2 bedroom",62761900,Lynda,Ionview,Entire home/apt,138,2,28,15/09/2018,0.56,2,169
4074,14203884,Authentic Loft in Stylish Parkdale,71655695,Renee,Roncesvalles,Entire home/apt,199,2,99,14/08/2020,2.01,1,2
4075,14211981,1 BR + Den in Heart of Downtown Toronto!,34604423,Ivan,Waterfront Communities-The Island,Entire home/apt,249,2,1,29/08/2016,0.02,1,0
4076,14214070,Artist Space! Private Bdr / East Toronto / Beaches,33931135,Nika,North Riverdale,Private room,72,1,1,1/08/2016,0.02,1,0
4077,14214647,"Modern, Spacious Loft, Across from Subway Station",481980,Angie,North Riverdale,Entire home/apt,148,2,14,30/07/2018,0.29,1,0
4080,14217678,Privacy and Quiet in Large Basement Room.,14282,Robyn,Palmerston-Little Italy,Private room,50,1,4,3/09/2018,0.08,2,0
4081,14222166,"Beautiful,spacious room LittleItaly",56083893,Mathilde,Palmerston-Little Italy,Private room,63,1,17,22/10/2017,0.34,1,8
4082,14222612,Zen Den - Queen Bed off Queen West,14405518,Jordan,Kensington-Chinatown,Private room,54,3,78,25/08/2020,1.56,3,365
4083,14227945,"60th Floor, 1042 ft², Amazing City & Lake Views!",51469580,Paul,Waterfront Communities-The Island,Entire home/apt,339,1,282,5/09/2020,5.64,1,268
4084,14229049,Excellent location - whole access to appartment,34466589,Javier,Annex,Entire home/apt,109,5,10,2/09/2019,0.26,1,252
4085,14232818,Perfect place to explore 'The City',8859994,Em,Waterfront Communities-The Island,Private room,55,1,13,22/09/2019,0.28,2,364
4086,14232885,"Cozy Victorian House in a Trendy, Multicultural Neighborhood",651158,Louise,Little Portugal,Entire home/apt,110,5,3,30/12/2018,0.06,2,0
4087,14233661,BARTLETT INN ON THE PARK,80282871,Derek,Dovercourt-Wallace Emerson-Junction,Private room,64,2,2,5/06/2019,0.04,1,88
4088,14234745,"Stylish, Modern Condo in ♡ of DT",49410148,Geetha,Waterfront Communities-The Island,Entire home/apt,125,1,194,30/08/2020,3.88,4,107
4089,14236447,"Nice Priv. Rm, 24/7 Transit, Main Intersection",75979727,Jerry,Clairlea-Birchmount,Private room,35,4,8,16/09/2017,0.16,2,0
4090,14236719,Downtown new high rise apartment,31832160,Denys,Church-Yonge Corridor,Entire home/apt,100,10,5,12/09/2016,0.1,1,0
4091,14237070,"Luxurious new condo, beautiful view & amenities!",66042407,Matt,Waterfront Communities-The Island,Entire home/apt,329,1,1,31/07/2016,0.02,1,0
4092,14237314,Beautiful Home in Trendy Dundas W. w/ Parking #1,7475466,Mia,Dufferin Grove,Entire home/apt,82,2,67,29/09/2017,1.36,3,0
4093,14238050,Lakeview financial district condo (union station),44794884,Andrew,Waterfront Communities-The Island,Entire home/apt,85,1,19,25/04/2018,0.38,1,0
4094,14239170,Room1@PidgeonSt YongeBloor 30min+Park+EnSuite Bath,73054393,Ajay,Clairlea-Birchmount,Private room,58,1,23,1/01/2020,0.46,2,344
4095,14240038,Single Room Downtown (With Optional Futon in Den),86624266,Gideon,Annex,Private room,60,1,15,18/08/2017,0.3,1,0
4096,14240359,NO2.Clean 1 Bdrm,86422817,Elle,Pleasant View,Private room,45,1,9,2/09/2019,0.19,4,344
4099,14255229,NO.1 CLEAN ROOM,86422817,Elle,Pleasant View,Private room,55,1,1,2/09/2016,0.02,4,65
4100,14255280,NO3.CLEAN 1 BEDROOM,86422817,Elle,Pleasant View,Private room,45,1,13,6/12/2019,0.26,4,354
4101,14255627,Subway connected luxury suite with stunning views,4558119,Hari,Willowdale West,Private room,50,10,18,10/06/2018,0.36,1,89
4102,14262559,Amazing King-bed room in a house,35460541,Li,Don Valley Village,Private room,50,5,29,14/09/2018,0.72,4,273
4103,14265792,Lakeview 2 BR Condo by Jays / Entertainment Dist.,6676406,Nitish,Waterfront Communities-The Island,Entire home/apt,146,1,2,28/08/2016,0.04,1,0
4104,14265901,Amazing Two Bedroom condo with CN Tower View,2124835,Joe,Little Portugal,Entire home/apt,132,3,63,23/08/2020,1.26,3,46
4105,14266137,Cozy bright private Bloordale room w/double bed,16421930,Rodney,Dovercourt-Wallace Emerson-Junction,Private room,35,7,154,1/09/2020,3.09,3,121
4106,14274297,"Private brdm, comfy bed, walk to subway",46945259,Jeffrey,Briar Hill-Belgravia,Private room,35,2,15,27/04/2017,0.31,2,0
4108,14279755,2 bedroom Basement Apt( brand new),80288389,Reema,West Humber-Clairville,Entire home/apt,80,2,111,12/03/2020,2.25,1,0
4110,14281702,Brand new 2 bedroom - private deck and backyard.,87143782,Oswaldo,Oakwood Village,Entire home/apt,148,3,8,26/08/2020,0.18,1,160
4111,14282377,Cozy Private Bath/Dining Studio Room+ Free Parking,74216906,Summer,Alderwood,Private room,50,2,176,10/03/2020,3.53,2,69
4112,14282725,Beautiful two bedroom apartment close to downtown!,87156447,Cindy & Michael,Oakwood Village,Entire home/apt,75,14,131,18/08/2020,2.84,1,83
4113,14284252,Homey Room at Reasonable Price,27914391,Ana-Marija,Little Portugal,Private room,45,2,7,19/11/2017,0.14,1,0
4114,14286759,Cozy mini-house in downtown Toronto,85825104,Angela,Trinity-Bellwoods,Entire home/apt,150,7,72,30/08/2020,1.44,1,172
4115,14292517,"Peaceful Oasis, 5 minutes to subway",1802846,Alessandra,Bridle Path-Sunnybrook-York Mills,Private room,70,5,31,1/05/2020,0.63,3,361
4116,14296811,Artsy &  hip Junction Triangle,3501030,H.,Dovercourt-Wallace Emerson-Junction,Entire home/apt,79,18,6,2/02/2017,0.12,2,0
4117,14298694,"Dundas Square, Downtown Stylish Modern Single Bed",44994555,Yinan,Church-Yonge Corridor,Entire home/apt,79,1,6,29/08/2016,0.12,1,0
4119,14303663,Clean Room Single Bed Downtown +Long term stay %,80572624,Max,North St.James Town,Private room,24,2,284,24/05/2020,5.69,2,0
4121,14313892,Large Master Bedroom Downtown Toronto on King St,17046831,Jenn,Moss Park,Private room,63,60,2,2/09/2016,0.04,1,344
4122,14315034,Beautiful Large 1 Bedroom Condo with Lake View,35634690,April,Waterfront Communities-The Island,Entire home/apt,176,3,5,11/09/2017,0.1,1,0
4123,14316277,Boho Queen West Apartment,41809179,Janna,Waterfront Communities-The Island,Entire home/apt,100,1,63,5/08/2018,1.37,1,0
4124,14316941,"Fresh and crisp, suited for convenience downtown",55109482,James,Waterfront Communities-The Island,Entire home/apt,109,1,19,23/12/2017,0.38,1,0
4125,14317572,Beautiful 3 Bedroom Home in South Riverdale,3069630,Mark,South Riverdale,Entire home/apt,350,2,27,29/03/2020,0.55,2,218
4126,14319900,"*NEW* Breath Taking, Large, Private, Corner Unit!",87587601,Marissa,Waterfront Communities-The Island,Entire home/apt,299,28,197,19/03/2020,4.03,2,68
4127,14323050,Lovely basement suite in Toronto's West End,70341512,Shannon,High Park-Swansea,Entire home/apt,129,1,24,13/03/2020,1.71,1,251
4128,14330267,Stunning Harbor/City View: 2bdrm/2bth+Free Parking,87707656,Pani,Waterfront Communities-The Island,Entire home/apt,213,1,378,27/07/2020,7.59,1,172
4129,14330995,Clean&spacious 2-bdrm condo (清洁宽敞高档公寓2睡房),87714748,Tony,L'Amoreaux,Entire home/apt,79,3,70,14/09/2018,1.42,1,0
4130,14332600,Cozy Private Room - Sunnybrook Hospital,33369796,Mayra,Bridle Path-Sunnybrook-York Mills,Private room,86,2,29,29/03/2020,0.58,1,358
